,title_pt,title_en,title_polarity,title_subjectivity,sentiment_class
2458,ótima,excellent,1.0,1.0,positive
2459,razoável,reasonable,0.2,0.6,neutral
2460,atraso,delay,0.0,0.0,neutral
2461,prazo,deadline,0.0,0.0,neutral
2462,recomendo,I recommend,0.0,0.0,neutral
2463,pessimo,very bad,-0.9099999999999998,0.8666666666666667,negative
2464,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
2465,obrigada,Thanks,0.2,0.2,neutral
2466,excelente,great,0.8,0.75,positive
2467,disonestidade,dishonesty,0.0,0.0,neutral
2468,,,,,0
2469,bom,bom,0.4,0.0,positive
2470,normalidade,normality,0.0,0.0,neutral
2471,pode,he can,0.0,0.0,neutral
2472,produto errado,wrong product,-0.5,0.9,negative
2473,recomendo,I recommend,0.0,0.0,neutral
2474,relógio,clock,0.0,0.0,neutral
2475,excelente,great,0.8,0.75,positive
2476,bom,bom,0.4,0.0,positive
2477,bom produto,good product,0.7,0.6000000000000001,positive
2478,ótima,excellent,1.0,1.0,positive
2479,recomendo,I recommend,0.0,0.0,neutral
2480,bem atendida loja,well attended store,0.0,0.0,neutral
2481,satisfeito,pleased,0.5,1.0,positive
2482,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2483,mochila rodinhs,backpack wheels,0.0,0.0,neutral
2484,bom,bom,0.4,0.0,positive
2485,nota,use,0.0,0.0,neutral
2486,dúvidas,doubts,0.0,0.0,neutral
2487,compra ideal,ideal purchase,0.9,1.0,positive
2488,produto maravilhoso,wonderful product,1.0,1.0,positive
2489,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2490,entrega faltando,missing delivery,-0.2,0.05,negative
2491,,,,,0
2492,recomendo,I recommend,0.0,0.0,neutral
2493,chegou rápido,arrived fast,0.2,0.6,neutral
2494,parabéns rapidez,congratulations speed,0.0,0.0,neutral
2495,otimo atendimento,great service,0.8,0.75,positive
2496,recomendo,I recommend,0.0,0.0,neutral
2497,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2498,mt bom,mt bom,0.0,0.0,neutral
2499,bom,bom,0.4,0.0,positive
2500,ótimo,excellent,1.0,1.0,positive
2501,bom,bom,0.4,0.0,positive
2502,recomendo,I recommend,0.0,0.0,neutral
2503,ótimo,excellent,1.0,1.0,positive
2504,ótimo produto,great product,0.8,0.75,positive
2505,comprou chegou,bought arrived,0.0,0.0,neutral
2506,bom produto,good product,0.7,0.6000000000000001,positive
2507,excelente,great,0.8,0.75,positive
2508,recomendo,I recommend,0.0,0.0,neutral
2509,produto alta qualidade,high quality product,0.16,0.5399999999999999,neutral
2510,produto enviado,product shipped,0.0,0.0,neutral
2511,recomendo,I recommend,0.0,0.0,neutral
2512,recomendo,I recommend,0.0,0.0,neutral
2513,bom,bom,0.4,0.0,positive
2514,recomendo loja,recommend store,0.0,0.0,neutral
2515,,,,,0
2516,recebi produto,I received product,0.0,0.0,neutral
2517,bom preço,good price,0.7,0.6000000000000001,positive
2518,ótimo,excellent,1.0,1.0,positive
2519,entrega rápida adoreiii,fast delivery loved it,0.44999999999999996,0.7,positive
2520,recebi metade pedid,I received half order,-0.16666666666666666,0.16666666666666666,negative
2521,produto,product,0.0,0.0,neutral
2522,bom,bom,0.4,0.0,positive
2523,ótimo,excellent,1.0,1.0,positive
2524,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2525,,,,,0
2526,bom,bom,0.4,0.0,positive
2527,recomendo,I recommend,0.0,0.0,neutral
2528,recomendo,I recommend,0.0,0.0,neutral
2529,recomendo,I recommend,0.0,0.0,neutral
2530,super rapido,super quick,0.3333333333333333,0.5833333333333333,positive
2531,recomen,recommend,0.0,0.0,neutral
2532,recomendo,I recommend,0.0,0.0,neutral
2533,excelente,great,0.8,0.75,positive
2534,produto qualidade,product quality,0.0,0.0,neutral
2535,recomendo,I recommend,0.0,0.0,neutral
2536,película camera,movie camera,0.0,0.0,neutral
2537,bom,bom,0.4,0.0,positive
2538,encomenda,order,0.0,0.0,neutral
2539,recomendo,I recommend,0.0,0.0,neutral
2540,nota,use,0.0,0.0,neutral
2541,nota,use,0.0,0.0,neutral
2542,falta entregar,need to deliver,0.0,0.0,neutral
2543,recomendo,I recommend,0.0,0.0,neutral
2544,recomendo,I recommend,0.0,0.0,neutral
2545,gostei recomendo,"I liked it, I recommend it",0.6,0.8,positive
2546,merecadoria errada,wrong merchandise,-0.5,0.9,negative
2547,decepcionado,disappointed,-0.75,0.75,negative
2548,muitíssimo satisfeito,very satisfied,0.65,1.0,positive
2549,bom,bom,0.4,0.0,positive
2550,elegios,elegios,0.0,0.0,neutral
2551,atraso,delay,0.0,0.0,neutral
2552,,,,,0
2553,problemas entrega,delivery problems,0.0,0.0,neutral
2554,produto errado,wrong product,-0.5,0.9,negative
2555,bom,bom,0.4,0.0,positive
2556,avaliando recomendaria,evaluating would recommend,0.0,0.0,neutral
2557,ruim,roomy,0.0,0.0,neutral
2558,veio quebrado,came broken,-0.4,0.4,negative
2559,perfeita,perfect,1.0,1.0,positive
2560,ok,ok,0.5,0.5,positive
2561,falta produto,missing product,-0.2,0.05,negative
2562,cumpre promete,fulfill promises,0.0,0.0,neutral
2563,top,top,0.5,0.5,positive
2564,produto dentro esperad,product inside wait,0.0,0.0,neutral
2565,compromisso,commitment,0.0,0.0,neutral
2566,otimo,great,0.8,0.75,positive
2567,excelente,great,0.8,0.75,positive
2568,nao chegou,did not arrive,0.0,0.0,neutral
2569,satisfeita,satisfied,0.5,1.0,positive
2570,produto bom,good product,0.7,0.6000000000000001,positive
2571,recebi,I received,0.0,0.0,neutral
2572,comprei dois chegou,bought two arrived,0.0,0.0,neutral
2573,bom,bom,0.4,0.0,positive
2574,tudo ok,everything is OK,0.5,0.5,positive
2575,bom,bom,0.4,0.0,positive
2576,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2577,recomendo,I recommend,0.0,0.0,neutral
2578,possitivo,possitive,0.0,0.0,neutral
2579,maravilhoso,amazing,0.6000000000000001,0.9,positive
2580,ótimo,excellent,1.0,1.0,positive
2581,recomendo,I recommend,0.0,0.0,neutral
2582,insatisfeito,dissatisfied,0.0,0.0,neutral
2583,,,,,0
2584,torneira filtro,faucet filter,0.0,0.0,neutral
2585,recomendo,I recommend,0.0,0.0,neutral
2586,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2587,ótimo,excellent,1.0,1.0,positive
2588,péssimo,terrible,-1.0,1.0,negative
2589,recomendaria,would recommend,0.0,0.0,neutral
2590,ok,ok,0.5,0.5,positive
2591,produto recebido,product received,0.0,0.0,neutral
2592,recomendo,I recommend,0.0,0.0,neutral
2593,lindo,lindo,0.0,0.0,neutral
2594,recomendo,I recommend,0.0,0.0,neutral
2595,ótimo,excellent,1.0,1.0,positive
2596,auto transformador,auto transformer,0.0,0.0,neutral
2597,recomendo,I recommend,0.0,0.0,neutral
2598,lindo,lindo,0.0,0.0,neutral
2599,produto original,original product,0.375,0.75,positive
2600,cortina,cortina,0.0,0.0,neutral
2601,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2602,amei,loved it,0.7,0.8,positive
2603,ótimo produto,great product,0.8,0.75,positive
2604,bom,bom,0.4,0.0,positive
2605,recomendo,I recommend,0.0,0.0,neutral
2606,produto ótimo recomendo,great product recommend,0.8,0.75,positive
2607,fantástico,Fantastic,0.4,0.9,positive
2608,cheiro horrível,horrible smell,-1.0,1.0,negative
2609,tudo ok,everything is OK,0.5,0.5,positive
2610,otimo,great,0.8,0.75,positive
2611,aprovado,approved,0.0,0.0,neutral
2612,bacana,nice,0.6,1.0,positive
2613,recomendado,recommended,0.0,0.0,neutral
2614,reclamação,complaint,-0.3,0.2,negative
2615,recomendo,I recommend,0.0,0.0,neutral
2616,nota,use,0.0,0.0,neutral
2617,super recomento,I highly recommend,0.16,0.5399999999999999,neutral
2618,excelenteeeeeee,excellent,1.0,1.0,positive
2619,boa,boa,0.4,0.0,positive
2620,entrega rápida,fast delivery,0.2,0.6,neutral
2621,produto entregue prazo,product delivered deadline,0.0,0.0,neutral
2622,final tudo certo,end all right,0.2857142857142857,0.5357142857142857,neutral
2623,gostei,I liked,0.6,0.8,positive
2624,bom dez,good ten,0.35,0.30000000000000004,positive
2625,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2626,pedido errado,wrong request,-0.5,0.9,negative
2627,boa,boa,0.4,0.0,positive
2628,ótima,excellent,1.0,1.0,positive
2629,otimo,great,0.8,0.75,positive
2630,chegou certinho,arrived right,0.2857142857142857,0.5357142857142857,neutral
2631,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2632,bom,bom,0.4,0.0,positive
2633,bom,bom,0.4,0.0,positive
2634,cancelamento nao efetuado,cancellation not made,0.0,0.0,neutral
2635,ótimo,excellent,1.0,1.0,positive
2636,lindas,beautiful,0.85,1.0,positive
2637,merda,Shit,-0.2,0.8,negative
2638,,,,,0
2639,capinhas,cases,0.0,0.0,neutral
2640,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2641,ótimo produto,great product,0.8,0.75,positive
2642,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2643,produto excelente,excellent product,1.0,1.0,positive
2644,entrega super rápida,super fast delivery,0.26666666666666666,0.6333333333333333,neutral
2645,estrelas,stars,0.0,0.0,neutral
2646,entregue,delivered,0.0,0.0,neutral
2647,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2648,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2649,satisfeito,pleased,0.5,1.0,positive
2650,entrega nota,delivery note,0.0,0.0,neutral
2651,satisfeito,pleased,0.5,1.0,positive
2652,recebi tds produto,I received all products,0.0,0.0,neutral
2653,recomendo,I recommend,0.0,0.0,neutral
2654,produto funciona,product works,0.0,0.0,neutral
2655,avaliação,assessment,0.0,0.0,neutral
2656,ótimo ameii nota,"great, lovei note",0.8,0.75,positive
2657,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2658,bom,bom,0.4,0.0,positive
2659,otimo,great,0.8,0.75,positive
2660,produto diferente anun,different product,0.0,0.6,neutral
2661,recomendo,I recommend,0.0,0.0,neutral
2662,satisfeito,pleased,0.5,1.0,positive
2663,recomendo,I recommend,0.0,0.0,neutral
2664,nao recomendo,I do not recommend,0.0,0.0,neutral
2665,,,,,0
2666,recebi comprei,received bought,0.0,0.0,neutral
2667,estrela bom,good star,0.7,0.6000000000000001,positive
2668,recomendo,I recommend,0.0,0.0,neutral
2669,recebi produto,I received product,0.0,0.0,neutral
2670,recomendo,I recommend,0.0,0.0,neutral
2671,recomendo,I recommend,0.0,0.0,neutral
2672,ágil,agile,0.5,0.75,positive
2673,entregue,delivered,0.0,0.0,neutral
2674,ótima,excellent,1.0,1.0,positive
2675,problemas,problems,0.0,0.0,neutral
2676,bom,bom,0.4,0.0,positive
2677,ótimo,excellent,1.0,1.0,positive
2678,recomendo,I recommend,0.0,0.0,neutral
2679,tudo ok,everything is OK,0.5,0.5,positive
2680,,,,,0
2681,frete caro,expensive shipping,-0.5,0.7,negative
2682,cartucho problema,cartridge problem,0.0,0.0,neutral
2683,insatisfeita,unsatisfied,0.0,0.0,neutral
2684,super recoemndado,highly recommended,0.16,0.5399999999999999,neutral
2685,ótimo,excellent,1.0,1.0,positive
2686,original novo,original new,0.2556818181818182,0.6022727272727273,neutral
2687,ok,ok,0.5,0.5,positive
2688,bom,bom,0.4,0.0,positive
2689,estrelas,stars,0.0,0.0,neutral
2690,ótimo,excellent,1.0,1.0,positive
2691,bom,bom,0.4,0.0,positive
2692,recomendo,I recommend,0.0,0.0,neutral
2693,motivo demora,delay reason,0.0,0.0,neutral
2694,bom,bom,0.4,0.0,positive
2695,ótimo prazo rapido,great quick deadline,0.5666666666666667,0.625,positive
2696,bom,bom,0.4,0.0,positive
2697,ótimo atendimento,great service,0.8,0.75,positive
2698,produto excelente,excellent product,1.0,1.0,positive
2699,otima,kidnaps,0.0,0.0,neutral
2700,sim recomendo,yes I recommend,0.0,0.0,neutral
2701,excelente compra,excellent buy,1.0,1.0,positive
2702,ótima loja,great store,0.8,0.75,positive
2703,produto recebido,product received,0.0,0.0,neutral
2704,kit bolsa maternidade,maternity bag kit,0.0,0.0,neutral
2705,recomendo,I recommend,0.0,0.0,neutral
2706,excelente produto,excellent product,1.0,1.0,positive
2707,amei produto,I loved product,0.7,0.8,positive
2708,,,,,0
2709,bom,bom,0.4,0.0,positive
2710,bom,bom,0.4,0.0,positive
2711,recomendo,I recommend,0.0,0.0,neutral
2712,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
2713,excelente produto,excellent product,1.0,1.0,positive
2714,produto maravilhoso,wonderful product,1.0,1.0,positive
2715,ótimo produto,great product,0.8,0.75,positive
2716,satisfeita,satisfied,0.5,1.0,positive
2717,atraso entrega,delay delivery,0.0,0.0,neutral
2718,ótimo,excellent,1.0,1.0,positive
2719,rápido eficiente,fast efficient,0.2,0.6,neutral
2720,recomendo,I recommend,0.0,0.0,neutral
2721,achei melhor,I thought it better,0.5,0.5,positive
2722,,,,,0
2723,entregou prazo,delivered deadline,0.0,0.0,neutral
2724,super rercomendo,super rercomendo,0.3333333333333333,0.6666666666666666,positive
2725,boa,boa,0.4,0.0,positive
2726,boa,boa,0.4,0.0,positive
2727,ótimo,excellent,1.0,1.0,positive
2728,excelente,great,0.8,0.75,positive
2729,recomendo,I recommend,0.0,0.0,neutral
2730,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2731,recebimento produt,product receipt,0.0,0.0,neutral
2732,bom,bom,0.4,0.0,positive
2733,qualidade razoável,reasonable quality,0.2,0.6,neutral
2734,excelente,great,0.8,0.75,positive
2735,bom produto,good product,0.7,0.6000000000000001,positive
2736,ótimo produto,great product,0.8,0.75,positive
2737,avião recebi,plane received,0.0,0.0,neutral
2738,bom,bom,0.4,0.0,positive
2739,boa,boa,0.4,0.0,positive
2740,recomendo,I recommend,0.0,0.0,neutral
2741,satisfeita,satisfied,0.5,1.0,positive
2742,ótimo produto,great product,0.8,0.75,positive
2743,ótimo,excellent,1.0,1.0,positive
2744,bom,bom,0.4,0.0,positive
2745,recebi produtos,I received products,0.0,0.0,neutral
2746,excelente,great,0.8,0.75,positive
2747,entrega pifia,botched delivery,0.0,0.0,neutral
2748,otimo produto,great product,0.8,0.75,positive
2749,ótima,excellent,1.0,1.0,positive
2750,nao bom,not good,-0.35,0.6000000000000001,negative
2751,excelente,great,0.8,0.75,positive
2752,satisfação,satisfaction,0.0,0.0,neutral
2753,otima,kidnaps,0.0,0.0,neutral
2754,bom,bom,0.4,0.0,positive
2755,pedido incompleto,incomplete order,0.0,0.0,neutral
2756,recomendo,I recommend,0.0,0.0,neutral
2757,falta item,missing item,-0.2,0.05,negative
2758,ok recomendado,ok recommended,0.5,0.5,positive
2759,recomendo loja,recommend store,0.0,0.0,neutral
2760,entrega toppppp,toppppp delivery,0.0,0.0,neutral
2761,bom,bom,0.4,0.0,positive
2762,entrega rápida,fast delivery,0.2,0.6,neutral
2763,nota,use,0.0,0.0,neutral
2764,perfeito,Perfect,1.0,1.0,positive
2765,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2766,original,original,0.375,0.75,positive
2767,excelente,great,0.8,0.75,positive
2768,ótimo,excellent,1.0,1.0,positive
2769,satisfeita,satisfied,0.5,1.0,positive
2770,otimo,great,0.8,0.75,positive
2771,recomendo,I recommend,0.0,0.0,neutral
2772,cha verde matcha natural,natural matcha green tea,-0.05,0.35,negative
2773,ruim,roomy,0.0,0.0,neutral
2774,recomendo,I recommend,0.0,0.0,neutral
2775,prazo,deadline,0.0,0.0,neutral
2776,carregador lg defeito,faulty lg charger,0.0,0.0,neutral
2777,ótimo produto,great product,0.8,0.75,positive
2778,ponto positivo negativo,positive negative point,-0.03636363636363636,0.4727272727272727,negative
2779,embalagem aberta,open package,0.0,0.5,neutral
2780,recomendado,recommended,0.0,0.0,neutral
2781,bom,bom,0.4,0.0,positive
2782,relógio inteligente,smart watch,0.21428571428571427,0.6428571428571429,neutral
2783,bom,bom,0.4,0.0,positive
2784,útil,useful,0.3,0.0,positive
2785,ótima adorei,great I loved it,0.75,0.775,positive
2786,excelente loja produto,excellent product store,1.0,1.0,positive
2787,,,,,0
2788,entrega rapida,fast delivery,0.2,0.6,neutral
2789,recomendo,I recommend,0.0,0.0,neutral
2790,boa,boa,0.4,0.0,positive
2791,excelente fornecedor,excellent supplier,1.0,1.0,positive
2792,,,,,0
2793,targaryen,targaryen,0.0,0.0,neutral
2794,produto original,original product,0.375,0.75,positive
2795,excelente,great,0.8,0.75,positive
2796,perfeito,Perfect,1.0,1.0,positive
2797,boa,boa,0.4,0.0,positive
2798,pano prato,dish towel,0.0,0.0,neutral
2799,bom,bom,0.4,0.0,positive
2800,bom,bom,0.4,0.0,positive
2801,otimo,great,0.8,0.75,positive
2802,ótima,excellent,1.0,1.0,positive
2803,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2804,,,,,0
2805,recomendo,I recommend,0.0,0.0,neutral
2806,recomendo,I recommend,0.0,0.0,neutral
2807,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2808,carteira perfeita,perfect wallet,1.0,1.0,positive
2809,,,,,0
2810,ok,ok,0.5,0.5,positive
2811,recomendo,I recommend,0.0,0.0,neutral
2812,excelente,great,0.8,0.75,positive
2813,faltando produto,missing product,-0.2,0.05,negative
2814,recomendo,I recommend,0.0,0.0,neutral
2815,erro modelo,model error,0.0,0.0,neutral
2816,ótimo,excellent,1.0,1.0,positive
2817,òtimo,optimal,0.0,0.0,neutral
2818,ótimo,excellent,1.0,1.0,positive
2819,ainda recebi ite,I still received it,0.0,0.0,neutral
2820,entrega perfeita ágil,perfect agile delivery,0.75,0.875,positive
2821,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2822,recomendo,I recommend,0.0,0.0,neutral
2823,recomendo,I recommend,0.0,0.0,neutral
2824,rápido,fast,0.2,0.6,neutral
2825,maravilha,wonderful,1.0,1.0,positive
2826,otimo,great,0.8,0.75,positive
2827,produto entregue,product delivered,0.0,0.0,neutral
2828,produto entregue,product delivered,0.0,0.0,neutral
2829,nota,use,0.0,0.0,neutral
2830,excelente compra,excellent buy,1.0,1.0,positive
2831,entrega rapida,fast delivery,0.2,0.6,neutral
2832,ir buscar cor,go look for heart,0.0,0.0,neutral
2833,entrega rapida,fast delivery,0.2,0.6,neutral
2834,entrega rápida falha prod,fast delivery product failure,-0.05833333333333335,0.44999999999999996,negative
2835,bom,bom,0.4,0.0,positive
2836,superou expectativas,exceeded expectations,0.0,0.0,neutral
2837,satisfatória,satisfying,0.5,1.0,positive
2838,recomendo,I recommend,0.0,0.0,neutral
2839,recomendado,recommended,0.0,0.0,neutral
2840,bom,bom,0.4,0.0,positive
2841,,,,,0
2842,diferente foto,different photo,0.0,0.6,neutral
2843,entrega informações,deliver information,0.0,0.0,neutral
2844,bom,bom,0.4,0.0,positive
2845,produto entregue,product delivered,0.0,0.0,neutral
2846,recebi produto,I received product,0.0,0.0,neutral
2847,insatisfeita,unsatisfied,0.0,0.0,neutral
2848,bom,bom,0.4,0.0,positive
2849,pedido,order,0.0,0.0,neutral
2850,bom,bom,0.4,0.0,positive
2851,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2852,prática,practice,0.0,0.0,neutral
2853,recomendo,I recommend,0.0,0.0,neutral
2854,ainda montei,I still rode,0.0,0.0,neutral
2855,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2856,maravilhosa,Wonderful,1.0,1.0,positive
2857,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2858,bom,bom,0.4,0.0,positive
2859,bom,bom,0.4,0.0,positive
2860,t,t,0.0,0.0,neutral
2861,excelente,great,0.8,0.75,positive
2862,perfeito,Perfect,1.0,1.0,positive
2863,bom,bom,0.4,0.0,positive
2864,bom,bom,0.4,0.0,positive
2865,recomendo,I recommend,0.0,0.0,neutral
2866,nao entregue,not delivered,0.0,0.0,neutral
2867,bia,bia,0.0,0.0,neutral
2868,ótimo,excellent,1.0,1.0,positive
2869,nao recomendo,I do not recommend,0.0,0.0,neutral
2870,ip,ip,0.0,0.0,neutral
2871,melhor marca,best brand,1.0,0.3,positive
2872,,,,,0
2873,otimo,great,0.8,0.75,positive
2874,excelente,great,0.8,0.75,positive
2875,tudo ok,everything is OK,0.5,0.5,positive
2876,tudo tranquilo,all quiet,0.0,0.3333333333333333,neutral
2877,ótimo produto,great product,0.8,0.75,positive
2878,tudo certo,all right,0.2857142857142857,0.5357142857142857,neutral
2879,bom,bom,0.4,0.0,positive
2880,recomendo,I recommend,0.0,0.0,neutral
2881,recomendo,I recommend,0.0,0.0,neutral
2882,excelente,great,0.8,0.75,positive
2883,nota,use,0.0,0.0,neutral
2884,entrega,delivery,0.0,0.0,neutral
2885,entrega rápida,fast delivery,0.2,0.6,neutral
2886,pedido chegou mto rápido,order arrived very fast,0.26,0.78,neutral
2887,recebi produto,I received product,0.0,0.0,neutral
2888,pior compra fiz,worst purchase I made,-1.0,1.0,negative
2889,,,,,0
2890,médio,average,-0.15,0.39999999999999997,negative
2891,bom,bom,0.4,0.0,positive
2892,ótimo,excellent,1.0,1.0,positive
2893,tecido fraco,weak tissue,-0.375,0.625,negative
2894,recebi produto diferente,I received different product,0.0,0.6,neutral
2895,carregador notebook,notebook charger,0.0,0.0,neutral
2896,chegou antes pra,arrived before,0.0,0.0,neutral
2897,compra,purchase,0.0,0.0,neutral
2898,boa,boa,0.4,0.0,positive
2899,top,top,0.5,0.5,positive
2900,gostei,I liked,0.6,0.8,positive
2901,super recomendado fat,highly recommended fat,0.16,0.5399999999999999,neutral
2902,bom,bom,0.4,0.0,positive
2903,bom bom,Sugarplum,0.0,0.0,neutral
2904,recomendo,I recommend,0.0,0.0,neutral
2905,bom,bom,0.4,0.0,positive
2906,ótimo,excellent,1.0,1.0,positive
2907,passou prazo entreg,deadline passed,0.0,0.0,neutral
2908,ótima,excellent,1.0,1.0,positive
2909,ótimo,excellent,1.0,1.0,positive
2910,entrega rápida,fast delivery,0.2,0.6,neutral
2911,tudo ok,everything is OK,0.5,0.5,positive
2912,ótimo,excellent,1.0,1.0,positive
2913,gostei,I liked,0.6,0.8,positive
2914,recomendo,I recommend,0.0,0.0,neutral
2915,péssimo,terrible,-1.0,1.0,negative
2916,legal,legal,0.2,0.2,neutral
2917,,,,,0
2918,cancelamento compra,purchase cancellation,0.0,0.0,neutral
2919,recomendo,I recommend,0.0,0.0,neutral
2920,nada produto,nothing product,0.0,0.0,neutral
2921,bom vendedor recomendo,"good salesman, I recommend",0.7,0.6000000000000001,positive
2922,entrega produto,product delivery,0.0,0.0,neutral
2923,nao entregam produto,do not deliver product,0.0,0.0,neutral
2924,bom,bom,0.4,0.0,positive
2925,ótima,excellent,1.0,1.0,positive
2926,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
2927,ok,ok,0.5,0.5,positive
2928,arrependimento,repentance,0.0,0.0,neutral
2929,falta comprometimento,lack of commitment,0.0,0.0,neutral
2930,recebi produto,I received product,0.0,0.0,neutral
2931,ótimo,excellent,1.0,1.0,positive
2932,entregaram somente un,only delivered one,0.0,1.0,neutral
2933,bom,bom,0.4,0.0,positive
2934,ótimo,excellent,1.0,1.0,positive
2935,otimo,great,0.8,0.75,positive
2936,bom,bom,0.4,0.0,positive
2937,recomendo,I recommend,0.0,0.0,neutral
2938,boa entrega,good delivery,0.7,0.6000000000000001,positive
2939,recomendo,I recommend,0.0,0.0,neutral
2940,lannister show,lannister show,0.0,0.0,neutral
2941,recebi produto,I received product,0.0,0.0,neutral
2942,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
2943,ótimo,excellent,1.0,1.0,positive
2944,wagner,wagner,0.0,0.0,neutral
2945,bom,bom,0.4,0.0,positive
2946,bom,bom,0.4,0.0,positive
2947,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2948,bonito,bonito,0.0,0.0,neutral
2949,otimo,great,0.8,0.75,positive
2950,recomendo,I recommend,0.0,0.0,neutral
2951,top,top,0.5,0.5,positive
2952,relógio exercito,army watch,0.0,0.0,neutral
2953,recomendo,I recommend,0.0,0.0,neutral
2954,recomendo,I recommend,0.0,0.0,neutral
2955,super recomento,I highly recommend,0.16,0.5399999999999999,neutral
2956,bom,bom,0.4,0.0,positive
2957,elogios,compliments,0.0,0.0,neutral
2958,show,show,0.0,0.0,neutral
2959,obrigado,thanks,0.2,0.2,neutral
2960,linda mochila recomendo,beautiful backpack I recommend,0.85,1.0,positive
2961,ótimo,excellent,1.0,1.0,positive
2962,excelente,great,0.8,0.75,positive
2963,super indico,super indica,0.3333333333333333,0.6666666666666666,positive
2964,recomendo,I recommend,0.0,0.0,neutral
2965,ótimo,excellent,1.0,1.0,positive
2966,ótimo,excellent,1.0,1.0,positive
2967,recomendo,I recommend,0.0,0.0,neutral
2968,excelente,great,0.8,0.75,positive
2969,ótimo,excellent,1.0,1.0,positive
2970,péssimo atendimento,terrible attendance,-1.0,1.0,negative
2971,entrega rápida,fast delivery,0.2,0.6,neutral
2972,excelente produto,excellent product,1.0,1.0,positive
2973,produto avariado,damaged product,0.0,0.0,neutral
2974,bom produto,good product,0.7,0.6000000000000001,positive
2975,diferente esperado,different expected,-0.05,0.5,negative
2976,péssimo atendimento,terrible attendance,-1.0,1.0,negative
2977,recomendo,I recommend,0.0,0.0,neutral
2978,cuidado propag enganosa,beware misleading advertising,0.0,0.0,neutral
2979,otimo,great,0.8,0.75,positive
2980,entrega rápida,fast delivery,0.2,0.6,neutral
2981,bonito,bonito,0.0,0.0,neutral
2982,otima,kidnaps,0.0,0.0,neutral
2983,bom,bom,0.4,0.0,positive
2984,otimo,great,0.8,0.75,positive
2985,ótima,excellent,1.0,1.0,positive
2986,mm,mm,0.0,0.0,neutral
2987,excelente,great,0.8,0.75,positive
2988,ok,ok,0.5,0.5,positive
2989,bonito esperava,beautiful expected,0.375,0.7,positive
2990,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
2991,bom,bom,0.4,0.0,positive
2992,produto inferior,inferior product,0.0,0.0,neutral
2993,nao recomendo,I do not recommend,0.0,0.0,neutral
2994,ótimo,excellent,1.0,1.0,positive
2995,deo colônia vezzo,deo cologne vezzo,0.0,0.0,neutral
2996,ótima,excellent,1.0,1.0,positive
2997,produto imcopleto,incomplete product,0.0,0.0,neutral
2998,recomendo,I recommend,0.0,0.0,neutral
2999,top,top,0.5,0.5,positive
3000,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
3001,recmento produto,new product,0.13636363636363635,0.45454545454545453,neutral
3002,,,,,0
3003,,,,,0
3004,otimo resultado,great result,0.8,0.75,positive
3005,parceiro primeira,partner first,0.25,0.3333333333333333,neutral
3006,boa,boa,0.4,0.0,positive
3007,chegou mt rapido mt bom,arrived very fast very good,0.585,0.78,positive
3008,recomendo,I recommend,0.0,0.0,neutral
3009,chegou,has arrived,0.0,0.0,neutral
3010,merda,Shit,-0.2,0.8,negative
3011,dúvida,doubt,0.0,0.0,neutral
3012,entrega incompleta,incomplete delivery,0.0,0.0,neutral
3013,bom,bom,0.4,0.0,positive
3014,,,,,0
3015,falta confiabilidade,lack reliability,0.0,0.0,neutral
3016,excelente,great,0.8,0.75,positive
3017,produto defeito,defect product,0.0,0.0,neutral
3018,produto entregue,product delivered,0.0,0.0,neutral
3019,bom,bom,0.4,0.0,positive
3020,péssima,bad,-0.6999999999999998,0.6666666666666666,negative
3021,troca produto,exchange product,0.0,0.0,neutral
3022,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
3023,surpreendente,amazing,0.6000000000000001,0.9,positive
3024,produto errado,wrong product,-0.5,0.9,negative
3025,entrega eficiente,efficient delivery,0.0,0.0,neutral
